sample_id,gold_label,predicted_label,final_score,success,error_type,total_latency_ms,parse_latency_ms,local_retrieval_latency_ms,web_search_latency_ms,llm_latency_ms,report_latency_ms,web_search_allowed,web_search_triggered,web_trigger_reason,local_candidate_count,top_similarity,retrieved_knowledge_ids,evidence_count,valid_evidence_count,citation_fields_complete,llm_parse_fallback_used,created_at,is_demo,relevant_knowledge_ids,reviewer_1_label,reviewer_2_label,is_timeout,embedding_failed,chroma_failed,web_search_failed,save_failed,evidence_has_valid_url,has_evidence_insufficient_hint,error_message
NEWS-EVAL-052,高风险谣言,疑似谣言,40.6,True,,20440.43,,,,,,True,False,,10,0.8633,"236,233,64,15,239,210,207,101,84,242",1,1,True,False,2026-06-28T13:05:18.734865+00:00,False,236,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-053,可信新闻,可信新闻,93.5,True,,17735.54,,,,,,True,False,,10,0.8316,"237,72,69,210,93,64,145,168,198,36",1,1,True,False,2026-06-28T13:05:37.478090+00:00,False,237,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-054,存疑信息,疑似谣言,56.0,True,,23756.69,,,,,,True,False,,10,0.8173,"237,72,69,64,93,210,168,36,170,198",1,1,True,False,2026-06-28T13:06:02.242366+00:00,False,237,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-055,疑似谣言,可信新闻,89.9,True,,29379.68,,,,,,True,False,,10,0.8086,"237,72,64,69,136,210,36,146,35,135",1,1,True,False,2026-06-28T13:06:32.631063+00:00,False,237,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-056,高风险谣言,高风险谣言,34.2,True,,15353.06,,,,,,True,False,,10,0.8021,"237,72,64,69,145,170,210,93,146,198",1,1,True,False,2026-06-28T13:06:48.990982+00:00,False,237,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-057,可信新闻,可信新闻,93.5,True,,22598.9,,,,,,True,False,,10,0.9028,"238,64,35,145,82,6,152,50,122,186",1,1,True,False,2026-06-28T13:07:12.596788+00:00,False,238,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-058,存疑信息,可信新闻,80.1,True,,26798.57,,,,,,True,False,,10,0.8739,"238,35,64,145,152,186,82,168,34,146",1,1,True,False,2026-06-28T13:07:40.401815+00:00,False,238,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-059,疑似谣言,疑似谣言,42.2,True,,12987.28,,,,,,True,False,,10,0.8354,"238,35,64,145,25,152,82,146,168,136",1,1,True,False,2026-06-28T13:07:54.394659+00:00,False,238,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-060,高风险谣言,高风险谣言,36.0,True,,21370.65,,,,,,True,False,,10,0.8619,"238,64,35,25,182,145,152,82,6,168",1,1,True,False,2026-06-28T13:08:16.773270+00:00,False,238,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-061,可信新闻,可信新闻,91.1,True,,21688.7,,,,,,True,False,,10,0.8728,"239,145,84,236,146,93,182,166,122,64",1,1,True,False,2026-06-28T13:08:39.480517+00:00,False,239,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-062,存疑信息,疑似谣言,57.4,True,,28711.63,,,,,,True,False,,10,0.871,"239,145,146,84,166,64,236,87,12,42",1,1,True,False,2026-06-28T13:09:09.197152+00:00,False,239,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-063,疑似谣言,疑似谣言,48.9,True,,27061.86,,,,,,True,False,,10,0.8516,"239,145,146,84,64,166,27,87,65,35",1,1,True,False,2026-06-28T13:09:37.266807+00:00,False,239,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-064,高风险谣言,疑似谣言,51.4,True,,18872.16,,,,,,True,False,,10,0.8483,"239,84,145,166,64,25,182,236,146,87",1,1,True,False,2026-06-28T13:09:57.149914+00:00,False,239,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-065,可信新闻,可信新闻,93.5,True,,16018.48,,,,,,True,False,,10,0.8693,"240,69,72,93,111,64,153,210,207,106",1,1,True,False,2026-06-28T13:10:14.173816+00:00,False,240,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-066,存疑信息,可信新闻,80.0,True,,30658.37,,,,,,True,False,,10,0.8492,"240,72,69,111,93,64,210,106,207,153",0,0,False,False,2026-06-28T13:10:45.840706+00:00,False,240,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-067,疑似谣言,可信新闻,85.7,True,,24814.84,,,,,,True,False,,10,0.8303,"240,111,72,90,69,153,106,210,212,64",1,1,True,False,2026-06-28T13:11:11.662644+00:00,False,240,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-068,高风险谣言,疑似谣言,51.4,True,,15867.99,,,,,,True,False,,10,0.8391,"240,69,72,64,111,93,84,17,207,25",1,1,True,False,2026-06-28T13:11:28.537386+00:00,False,240,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-069,可信新闻,可信新闻,89.9,True,,18325.87,,,,,,True,False,,10,0.8867,"241,64,24,234,35,65,206,136,232,93",1,1,True,False,2026-06-28T13:11:47.872678+00:00,False,241,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-070,存疑信息,可信新闻,80.0,True,,30658.29,,,,,,True,False,,10,0.847,"241,64,65,232,35,25,67,24,206,234",0,0,False,False,2026-06-28T13:12:19.541646+00:00,False,241,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-071,疑似谣言,可信新闻,88.1,True,,47418.02,,,,,,True,False,,10,0.8543,"241,65,64,35,67,25,24,206,136,145",1,1,True,False,2026-06-28T13:13:07.967664+00:00,False,241,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-072,高风险谣言,可信新闻,94.5,True,,25733.04,,,,,,True,False,,10,0.853,"241,64,24,65,25,35,67,136,232,234",1,1,True,False,2026-06-28T13:13:34.740122+00:00,False,241,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-073,可信新闻,可信新闻,88.5,True,,15753.1,,,,,,True,False,,10,0.8817,"242,182,64,82,236,87,84,232,148,207",1,1,True,False,2026-06-28T13:13:51.501781+00:00,False,242,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-074,存疑信息,疑似谣言,54.6,True,,20812.51,,,,,,True,False,,10,0.8849,"242,182,64,236,232,87,84,101,148,82",1,1,True,False,2026-06-28T13:14:13.360235+00:00,False,242,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-075,疑似谣言,疑似谣言,59.2,True,,27072.77,,,,,,True,False,,10,0.8443,"242,148,182,64,101,35,87,212,20,84",1,1,True,False,2026-06-28T13:14:41.440906+00:00,False,242,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-076,高风险谣言,疑似谣言,46.7,True,,18349.7,,,,,,True,False,,10,0.8553,"242,182,64,84,236,207,87,101,148,82",1,1,True,False,2026-06-28T13:15:00.796159+00:00,False,242,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
NEWS-EVAL-077,可信新闻,可信新闻,89.9,True,,48648.5,,,,,,True,False,,10,0.8333,"243,84,50,85,64,145,36,120,35,232",1,1,True,False,2026-06-28T13:15:50.466730+00:00,False,243,可信新闻,可信新闻,False,False,False,False,False,False,False,
NEWS-EVAL-078,存疑信息,可信新闻,80.0,True,,30645.16,,,,,,True,False,,10,0.8338,"243,84,14,50,64,232,3,120,42,51",0,0,False,False,2026-06-28T13:16:22.120857+00:00,False,243,存疑信息,存疑信息,False,False,False,False,False,False,True,
NEWS-EVAL-079,疑似谣言,疑似谣言,46.5,True,,16866.55,,,,,,True,False,,10,0.8094,"243,64,84,65,36,145,35,67,85,95",1,1,True,False,2026-06-28T13:16:39.995522+00:00,False,243,疑似谣言,疑似谣言,False,False,False,False,False,False,False,
NEWS-EVAL-080,高风险谣言,高风险谣言,36.9,True,,17627.05,,,,,,True,False,,10,0.807,"243,84,64,145,50,25,36,232,35,65",1,1,True,False,2026-06-28T13:16:58.629799+00:00,False,243,高风险谣言,高风险谣言,False,False,False,False,False,False,False,
